CategoryId,Name,AvailableCount,TotalCount 
3522,Pre paid,138,138
253181,Oleje silnikowe,6000,71523
78716,Patrolówki,988,988
120478,Pow. sanocki,0,0
16234,Lupy,2479,2479
99015,i20,54,54
249462,Xiaomi,3462,3462
118026,Inne,0,0
115694,Tychy,0,0
253752,Meizu,316,316
79195,"Biznes, praca, prawo, finanse",6000,19111
76360,Multiswitche,1715,1715
117045,Pow. legionowski,1,1
79417,Polskie,6000,18578
5599,Metal,2132,2132
50448,Francja,158,158
12609,Monterey,0,0
112618,Akcesoria,6000,10499
76105,Tuniki,6000,48150
5621,Pop,6000,66011
122609,Kosmetyczki i kuferki,6000,13905
119876,Pow. ostrzeszowski,0,0
90045,Legowiska i budki,6000,6736
251963,Startery,6000,9218
251030,Komplety mebli,5514,5514
255464,Vanquish,0,0
111811,"Informatyka, Technika",3963,3963
110160,Ekspandery,2032,2032
251978,Virgin Mobile,31,31
121097,Pow. goleniowski,0,0
115950,Dojlidy Górne,0,0
120330,Pow. lubartowski,0,0
259700,Lokówki,705,705
116608,Polesie,0,0
117929,Pow. starachowicki,0,0
121401,Tworzywa sztuczne   ,1620,1620
18278,R107 (1972-1989),23,23
120099,Brodwino,0,0
257925,Monety kolekcjonerskie,85,85
118190,Oksywie,0,0
259859,Drewniane,2392,2392
18410,Avalon,2,2
16433,Chwyty,6000,8262
115771,Pow. pilski,0,0
63763,Drogeria erotyczna,6000,96481
249814,II (2010-2015),55,55
88336,Szable i miecze,327,327
118787,Inne,0,0
148126,Suche,46,46
146812,W246 (2011-),45,45
113400,Liszka Dolna,0,0
114375,Podgórz,0,0
18896,Poduszki powietrzne,6000,157356
122627,"Fotele, taborety",6000,8482
121416,Wycinarki,423,423
253280,Atomizery,3358,3358
68724,Maselniczki,1192,1192
119847,Pow. nidzicki,0,0
76034,Bluzki,6000,352091
114485,Wygoda,0,0
67198,Aparatura pomiarowa,6000,20692
145171,Lacetti,0,0
62618,Belgia,0,0
114985,Pow. ostrowiecki,1,1
114978,Kielce,1,1
6089,Artefakty,5365,5365
66797,Portugalski,1627,1627
68736,Dla ryb,6000,13042
260522,Toniki,74,74
114258,Pow. bartoszycki,0,0
115293,Sucha Góra,0,0
116550,Zabobrze,0,0
113988,Pow. brodnicki,0,0
115868,Wrotków,0,0
45580,Podstawy,1030,1030
249725,IX (2006-),0,0
253333,Mieszanki,50,50
113680,Pow. siedlecki,0,0
253955,Paintball,1275,1275
259346,Porcelanowe,728,728
120801,Pow. parczewski,0,0
119760,Pow. sokólski,1,1
93801,Malawi,113,113
122290,Uszkodzone,26,26
115205,Wilkowyja,0,0
116779,Stradom,0,0
119228,Rudak,0,0
76368,Baterie,6000,16899
110618,Aparaty cyfrowe,6000,12296
51829,Zestawy,6000,9385
18294,V (1984-1988),0,0
12093,PSZ na Zachodzie i Ruch Oporu,367,367
79458,"Technika, nauki techniczne",6000,56910
260537,Parasole,1445,1445
92475,Zagraniczne,6000,82387
258515,Role Playing (RPG),51,51
254602,Listwy,6000,69122
114879,Pow. strzelecki,1,1
3628,1918 - 1945,4393,4393
120825,Skierniewice,0,0
12551,Wrangler,31,31
82284,Place zabaw,1082,1082
89098,Chemia organiczna,1222,1222
63490,Oryginalne,6000,10570
122428,Oprawki,6000,60072
257393,Elektronika samochodowa,6000,104316
253592,Na siedzenia,6000,415628
4578,Drukarki i skanery,6000,770707
18212,IS,25,25
117825,Pow. brzozowski,0,0
98737,Zegary,6000,7951
90300,Historia psychologii,139,139
122823,Zestawy akustyczne,1772,1772
116344,Pow. krapkowicki,0,0
93570,Tomy,776,776
117190,Pow. konecki,0,0
119848,Pow. nowomiejski,1,1
259407,Perfect Money,82,82
120141,Lisiniec,0,0
82271,Akcesoria,6000,7996
117489,Bobrek,0,0
122371,Dla DJ-ów,1164,1164
16556,do 1960,133,133
116575,Bielawy,0,0
3624,Rosja i ZSRR,5596,5596
1059,Afryka,2699,2699
8853,Filtry,6000,20685
10298,Pomorze Zachodnie,2158,2158
120181,Zawodzie,0,0
14090,Japonia,239,239
118926,Pow. gorlicki,0,0
8780,JVC,17,17
64504,Poduszki i tuszownice,335,335
257756,Komplety mebli,6000,6225
83762,T3,1,1
249162,Szafki pod telewizor,6000,12521
117630,Legnica,0,0
113928,Ursus,0,0
257490,Korzenie,139,139
12954,Zestawy,145,145
82698,Bramki,2439,2439
119769,Pow. chojnicki,0,0
116242,Pow. nowosolski,0,0
12713,Sharan,109,109
66804,Niemiecki,6000,53923
115291,Stolarzowice,0,0
251103,Obudowy termostatów,6000,19469
101476,Wina,1745,1745
118338,Pomorzany,0,0
253625,Zabezpieczenia,6000,6816
251547,Przednie,1911,1911
46089,II (2008-),58,58
119129,Konin,0,0
64573,Kserokopiarki i akcesoria,6000,7215
98858,Stojaki na rower,1090,1090
251319,II (2000-2004),0,0
84745,Zestawy,4084,4084
18118,Dacia,180,180
26021,Wazony i dzbanki,3059,3059
258919,Koszule nocne,2925,2925
74175,Maski,6000,12038
120890,Pow. otwocki,0,0
83739,414,0,0
115197,Dworzysko,0,0
118106,Konstancin-Jeziorna,0,0
119405,Rozbark,0,0
257003,XPERIA L1,95,95
26283,Grafika,988,988
76468,A751,0,0
147648,Lutownice,5332,5332
118299,Glinka,0,0
5170,Skrzynie basowe i tuby,3032,3032
67416,Do domu,6000,463862
250109,Fantastyka,5223,5223
117757,Pow. nowotarski,0,0
122763,Puzony,66,66
89516,Kombinezony,6000,22871
120722,Mazowieckie,0,0
257339,80GB - 159GB,330,330
83746,623,0,0
255517,Linki gazu,2716,2716
27965,Wymienniki i pompy,250,250
119763,Pow. zambrowski,0,0
257222,Procesory,6000,7759
119155,Pow. szamotulski,0,0
254246,Moto X Play,19,19
113913,Stare Miasto,0,0
253775,Listwy ozdobne,6000,34343
98762,Lampki - projektory,2566,2566
14058,Koszulki,1383,1383
118761,Podgórze Duchackie,0,0
67278,ATMega,285,285
117795,Pow. radomski,0,0
76678,Szpilki i haczyki,676,676
120081,Zakoniczyn,0,0
115903,Tarczyn,0,0
12198,XVIII wiek i starsze,19,19
120079,Suchanino,0,0
112968,Pow. brzeski,0,0
12447,Blazer,1,1
115867,Wieniawka,0,0
117364,Ursynów,0,0
18161,Mk2 (2004-2011),173,173
91467,"Biografie, wspomnienia",6000,82813
13581,Koszulki,251,251
67209,Amperomierze,1300,1300
251972,Play,60,60
113200,Wilczak,0,0
18215,Continental,0,0
148320,Wrotki,3609,3609
148342,Spodnie i spodenki,8,8
120507,Pow. kartuski,0,0
113317,Skorupy,0,0
252893,T8 (2014-),72,72
64607,"Kubki, szklanki, kufle",6000,13236
28305,Brazylia,139,139
13640,Badminton,3230,3230
118056,Stawki,0,0
120964,Pow. zambrowski,0,0
115260,Przylesie,0,0
253584,Snorkele,539,539
49890,Brytfanny,2489,2489
26067,Karafki,912,912
47003,Puchary i statuetki,6000,23224
121527,Gastronomiczne,6000,41653
250430,Serwa hamulca,6000,26407
113889,Pow. stargardzki,0,0
118231,Stroszek,0,0
147590,Kamizelki,350,350
119816,Pow. tarnogórski,0,0
259568,"Termometry, pirometry",94,94
82663,Adaptery do wózków,432,432
67130,Anteny,1958,1958
3516,Zagraniczne,1071,1071
118883,Pow. gorzowski,0,0
115121,Czechów Górny,0,0
12626,407,96,96
98699,Torby i plecaki,539,539
117731,Pow. pabianicki,0,0
4980,3310,89,89
113165,Pow. szczecinecki,0,0
117908,Pow. lubliniecki,0,0
8682,"Fotele, kanapy",6000,85338
145052,CX-5,33,33
253628,Blokady skrzyni biegów,115,115
119418,Ostatni Grosz,0,0
8869,UV,5396,5396
119330,Dojlidy Górne,0,0
120167,Bogucice,0,0
13660,Spódniczki,328,328
19040,Uszczelki,6000,60493
114676,Lubuskie,14,14
116103,Zwierzyniec,0,0
117550,Kazimierz,0,0
93567,Karabiny,3362,3362
120701,Osów,0,0
258753,Skarpety,148,148
755,"Samochody, motocykle",3504,3504
110194,Wykrywacze,1193,1193
99500,Zegarki,6000,8972
4134,"Liczniki, zegary",6000,99053
116635,Inne,1,1
77837,"16"" - 16.9""",110,110
120572,Pow. braniewski,0,0
115742,Pow. nowomiejski,0,0
5338,Akwaria i zestawy,6000,8425
147522,Siedzenia,6000,10123
148218,Cumownicze,482,482
3969,Karty sportowe,6000,36065
259565,Stetoskopy,178,178
4433,Ethernet 10,80,80
254413,X260 (2015-),11,11
259791,Testery wtryskiwaczy,560,560
1273,Plany modelarskie,849,849
115390,Grabowo,0,0
82255,Akcesoria pszczelarskie,5367,5367
118484,Pow. chrzanowski,0,0
120282,Pow. milicki,0,0
18184,VI (1995-2001),23,23
118715,Pow. szamotulski,0,0
9585,Kolejnictwo,1274,1274
253853,II (2015-),12,12
132216,Twistery,3276,3276
114818,Pow. olkuski,1,1
260045,Karty video,185,185
114797,Pow. sieradzki,2,2
259083,Body gimnastyczne,3020,3020
19351,Flash stickery,42,42
249706,II (2006-),6,6
114422,Wawer,0,0
114811,Pow. gorlicki,2,2
92577,Musicale,649,649
114246,Pow. kielecki,0,0
251280,X164 (2006-2012),21,21
118500,Pow. wielicki,0,0
120708,Stare Miasto,0,0
119358,Chylonia,0,0
118031,Bocianowo,0,0
256065,XLV,0,0
115774,Pow. rawicki,1,1
258154,Folie termiczne,376,376
77958,Dookólne,979,979
115834,Skrzetusko,0,0
50687,Farbki,6000,10458
114407,Podgórze,0,0
250819,Serwery internetowe,13,13
114852,Pow. przasnyski,0,0
249799,I (1981-1990),3,3
116785,Czechowice,0,0
260032,Grile i maskownice,525,525
112722,Szuflady,3924,3924
250424,Cylinderki,6000,16950
115082,Krzyki,0,0
18123,Cuore,4,4
18864,Katalizatory,6000,22025
113886,Pow. policki,1,1
256698,Kaski,2684,2684
258952,Mi MIX 2S,120,120
1063,"Kolej, dioramy, makiety",6000,13253
260143,Honor 8X,142,142
117946,Pow. nowomiejski,0,0
118442,Zielona Góra,0,0
77879,Karty graficzne,412,412
253262,Politury,783,783
254243,Moto G2,17,17
116308,Pow. kozienicki,0,0
26189,Wazony,3554,3554
118959,Pow. nowodworski,0,0
10872,16 - 23 porty,1225,1225
115970,Przymorze,0,0
111808,"Religia, Etyka",2353,2353
260297,Zgniatarki do puszek,90,90
118355,Opolskie,1,1
67316,Do wzmacniacza,420,420
90327,Hardware,4418,4418
117628,Zachodniopomorskie,1,1
259493,Meble medyczne,2650,2650
260071,"Miareczkowanie, dozowanie",181,181
89068,Zestawy,484,484
14238,Akcesoria,6000,18002
110283,XPERIA Arc S,27,27
26023,Stylizowane i repliki,50,50
14673,Phaeton,17,17
120515,Pow. starogardzki,0,0
122742,Przetworniki,1538,1538
91926,Zagraniczne,6000,62740
116758,Karb,0,0
120517,Pow. tczewski,0,0
120062,Wygoda,0,0
113139,Pow. szamotulski,0,0
121951,A7,59,59
99391,Pieluszki jednorazowe,3267,3267
257769,Wybielanie,3380,3380
118278,Zarzecze,0,0
10240,Radom i okolice,100,100
120583,Pow. nowomiejski,0,0
115336,Piotrowice,0,0
148227,"Bandery, flagi",276,276
113620,Pow. rawski,0,0
259366,Akcesoria dla lalek,6000,28238
259289,Jeansowe,6000,30938
113429,Józefowiec,0,0
145188,Tourneo Connect,24,24
145196,Genesis,2,2
259865,Kostki,11,11
87,Europa,6000,32318
113207,Koniuchy,0,0
76753,Diamenty,6000,32693
114758,Pow. parczewski,0,0
113932,Wilanów,0,0
122824,Zestawy elektroniczne,484,484
113907,Mistrzejowice,0,0
122365,Wokalowe,2393,2393
52742,Death,6000,6087
257674,Szczypce,1184,1184
119735,Pow. lubaczowski,0,0
101614,XPERIA Play,5,5
256746,Naklejki,433,433
119053,Pow. starogardzki,0,0
117389,Bierkowice,0,0
114514,Oksywie,0,0
104969,Hotele,2,2
120518,Pow. wejherowski,0,0
47503,Drzewka,435,435
148445,Fontanny i pompy,4059,4059
12473,Lanos,8,8
88353,Talerzyki,6000,7004
47917,"Rzutniki, projektory, kamery",763,763
114153,Pow. kolbuszowski,0,0
145255,Indica,3,3
119226,Podgórz,0,0
67058,Radioodtwarzacze,4519,4519
125344,HDMI,5044,5044
45755,Konta,16,16
260279,Moto E5 Plus,69,69
113412,Brzezinka,0,0
119926,Stare Miasto,0,0
5359,Kremy pod oczy,6000,12655
260382,Balsamy,1087,1087
120405,Radom,0,0
258122,"Pompony, rozety, kule",2313,2313
49284,Tiida,1,1
114543,Olszówka Górna,0,0
145064,up!,65,65
115802,Pow. szczecinecki,1,1
113109,Pow. piski,0,0
45842,Orks,263,263
113279,Zielonka,0,0
14639,Pacifica,10,10
47946,Postacie PRL-u,60,60
119051,Pow. pucki,1,1
101481,Azja,33,33
114413,Mokotów,1,1
253026,B25,49,49
110833,Range Rover Sport,28,28
119835,Olsztyn,0,0
116038,Ostatni Grosz,0,0
76104,T-shirty,6000,133071
19294,Membrany,58,58
112811,Pow. trzebnicki,0,0
113223,Felin,0,0
122752,Pokrowce,1504,1504
12472,Espero,0,0
249659,III (2008-2014),16,16
17307,Karuzele,4921,4921
249806,I (1983-1993),1,1
260141,Systemy linkowe i szynowe,792,792
148005,Maski,260,260
115925,Szczepanowice,0,0
249798,II (2014-),11,11
115331,Kostuchna,0,0
259002,Dekory,6000,30129
255520,Przepustnice,6000,58320
116306,Pow. grodziski,0,0
122555,"Chodziki, balkoniki",1443,1443
115031,Pow. nowotomyski,0,0
86364,Betoniarki,1547,1547
99473,Kaszki,1411,1411
115655,Pow. suwalski,0,0
120338,Pow. rycki,0,0
14652,Liberty,8,8
110607,Nikon,139,139
28326,Tajlandia,63,63
117504,Lisiniec,0,0
118288,Milowice,0,0
76277,Clarion,6,6
122604,"Peruki, treski",6000,6555
100116,Romanse,2516,2516
18989,Polskie,34,34
105332,Deski sedesowe,5051,5051
64539,Papier pakowy,682,682
114067,Pow. zgierski,1,1
253308,"Kredki, pisaki",586,586
251326,I (1997-2003),0,0
255529,Galaxy J7,277,277
12525,Accord,109,109
114362,Osowa Góra,0,0
49279,Tribeca,0,0
122377,Kolumny,6000,6741
594,Zabytkowe,371,371
121479,Frezy,2454,2454
113176,Sobieszów,0,0
99574,Mieszkania i apartamenty,0,0
89122,Islam,736,736
250816,Podstawy komputera,32,32
52426,Benq-Siemens,0,0
256863,Konsole,198,198
147665,Zszywacze,5305,5305
26109,Literatura tematu,575,575
53670,Puszki,237,237
255473,718 Cayman,2,2
256629,Bransolety,6000,6309
117357,Ochota,0,0
254551,Klamki,6000,10425
18926,Dodatki do olejów i paliw,6000,16499
110606,Minolta,139,139
6107,Szachy,2242,2242
146643,RS7,2,2
115360,Glinka,0,0
49151,Lampy,6000,7752
67309,Jack-Cinch,2629,2629
116511,Pow. szamotulski,1,1
89000,Serum,6000,19723
117256,Szczecin,1,1
112978,Pow. strzelecki,0,0
18529,Naczepy,1223,1223
114679,Mazowieckie,62,62
116274,Pow. zgierski,1,1
74114,HTC,1849,1849
113541,Pow. zgorzelecki,0,0
47930,Patefony,75,75
70507,"Sporty wodne, czartery",4,4
116761,Rozbark,0,0
67173,Magnetowidy,392,392
111790,Zestawy mieszane,696,696
27699,Pokrowce,34,34
120119,Olszówka Dolna,0,0
115798,Pow. policki,0,0
260168,Parownice profesjonalne,16,16
259988,Resuscytacja,392,392
118660,Pow. ostrowiecki,0,0
118532,Pow. sierpecki,0,0
252943,Maszyny budowlane,1809,1809
254245,Moto X Force,4,4
91277,Kursy,2475,2475
121011,Pow. lubliniecki,0,0
14089,Chiny,275,275
257604,Rozmiar 0,128,128
8751,Polska po 1945,6000,29302
251276,I (2008-2014),31,31
18413,E (1992-1997),2,2
252690,Imbusy (HEX),553,553
89527,Tuniki,6000,8947
118199,Kamienny Potok,0,0
255964,Przechowywanie,1787,1787
18077,E46 (1998-2007),200,200
145231,Clubman,20,20
3971,Proporczyki,2094,2094
145222,CT,11,11
257252,Bolt Action,427,427
249690,I (2000-2005),4,4
254978,Skrzynie i walizki,790,790
76,Filatelistyka,6000,157037
12099,Umundurowanie,6000,6067
132190,Muchowe,353,353
254519,Pasy tylne,6000,8629
6061,Doom Trooper,71,71
8763,Szkutnicze,359,359
15963,Dzwonki,5647,5647
121380,Okleiniarki,1178,1178
253911,Lornetki,2354,2354
486,Komputery stacjonarne,6000,42515
252208,Filtry,6000,14959
116253,Skierniewice,0,0
11819,Plastyczne,6000,109060
251515,Kasety,3561,3561
115256,Wzgórze Nowotki,0,0
114738,Pow. tucholski,0,0
113638,Pow. miechowski,0,0
120151,Zawodzie,0,0
249467,L65,19,19
12640,19,0,0
253235,Aplikatory,1275,1275
260431,Cylindry i komponenty,6000,99778
145259,iQ,0,0
90866,"Fotografowanie krajobrazów, przyrody",357,357
122771,Flety proste,706,706
114430,Konstancin-Jeziorna,0,0
18206,Joice,0,0
260054,Uchwyty,3286,3286
249703,III (2004-2009),8,8
100082,Dokumentalne,6000,18540
101636,Qubo,13,13
251263,V12 Vanquish,0,0
118781,Wawer,0,0
259975,Hematyty,783,783
260334,6T,58,58
119565,Pow. aleksandrowski,0,0
253337,Nasiona Chia,197,197
250815,Hardware,12,12
20761,Autografy,643,643
3594,skala 1:32 i 1:35,2346,2346
113670,Pow. ostrowski,1,1
148226,Amortyzatory cumy,123,123
114864,Pow. wyszkowski,3,3
117019,Pow. krakowski,0,0
259162,Przedmioty styropianowe,2426,2426
258685,Osuszacze,6000,18495
256745,Klucze,30,30
19919,Sportowe,4954,4954
68951,Etui i pokrowce,6000,15301
249785,III (2008-2012),13,13
113920,Bielany,0,0
114674,Kujawsko-pomorskie,13,13
117572,Zwierzyniec,0,0
119093,Kielce,0,0
50834,Napinacze paska klinowego,6000,32100
12444,Lacetti,8,8
4426,PCI,1730,1730
113728,Pow. tarnobrzeski,0,0
113581,Pow. opolski,0,0
116670,Pobitno,0,0
64565,Skalówki,137,137
68740,Opakowania oryginalne,6000,10495
255523,Kolczyki,2975,2975
76269,Euro-SVHS+2xCinch,37,37
120201,Glinka,0,0
124884,Albumy i czasopisma,56,56
116222,Pow. krasnostawski,0,0
114701,Pow. legnicki,2,2
28309,Meksyk,132,132
118057,Wrzosy,0,0
147132,Okablowanie,372,372
113589,Pow. zamojski,0,0
119271,Ursus,0,0
116834,Paprocany,0,0
117459,Wielki Kack,0,0
117462,Brodwino,0,0
119395,Stare Bielsko,0,0
91113,Sportowy,1090,1090
116204,Pow. radziejowski,0,0
122730,Wzmacniacze i kolumny,4409,4409
12711,Polo,194,194
116221,Pow. janowski,0,0
259763,Nasadki udarowe,5996,5996
99494,Parasolki,2413,2413
110232,Oferty hurtowe,6000,14397
250804,Aplikacje biurowe,161,161
118773,Ochota,1,1
118555,Krosno,0,0
126042,Lakiery hybrydowe,6000,49416
258448,III (2017-),0,0
78604,B5 (1995-2001),1,1
53642,Bilety,346,346
51005,Siemens,31,31
117670,Pow. lipnowski,0,0
4808,Siemens,109,109
82488,Samochodowe,1382,1382
4809,Sony Ericsson,1411,1411
258646,Strategiczne,132,132
147319,I (2007-2013),117,117
259577,Akcesoria,2135,2135
62634,Niemcy,0,0
255472,718 Boxster,2,2
146645,Trax,9,9
18364,III (1997-2003),6,6
145922,iPhone 5C,167,167
258518,Sportowe,51,51
114247,Pow. konecki,0,0
16485,Trekkingowe,3379,3379
16627,Mikrofony,772,772
49233,New Yorker,0,0
259619,Inflatory,192,192
111861,Bidety,995,995
90369,Polonistyka,6000,8889
259670,Zestawy naprawcze gniazd korków oleju,281,281
114595,Kostuchna,0,0
119133,Pow. czarnkowsko-trzcianecki,0,0
258688,Przewody nagrzewnic,3434,3434
16242,SD,6000,10093
115757,Pow. grodziski,1,1
120052,Bacieczki,0,0
51140,Akcesoria,135,135
254679,1916 - 1922,194,194
116346,Pow. nyski,1,1
113242,Podgórze,0,0
116140,Wielgowo,0,0
253611,Skrobaczki do szyb,2481,2481
18523,II (1981-1994),1,1
260102,"Cieplarki, suszarki",71,71
90175,Ryby,1307,1307
89282,Rzeczpospolita Obojga Narodów (1569-1795),3587,3587
119933,Bocianowo,0,0
258757,Druty,3746,3746
260480,Zawory membranowe,1495,1495
110949,Garnki,6000,22008
260152,Wiadra,1068,1068
28089,Sztuczne,610,610
259581,Pistolety pneumatyczne,1818,1818
75824,Reprezentacja Polski,139,139
253330,Kakao - nasiona,134,134
89063,Przygodowe,2992,2992
117300,Fordon,0,0
116612,Krowodrza,1,1
117476,Komorowice Krakowskie,0,0
86363,Policja,2222,2222
110697,Akcesoria,4233,4233
148044,Kombinezony,864,864
258794,"Koce, poduszki elektryczne",1730,1730
115644,Pow. augustowski,0,0
256165,Czujniki drzwi,1404,1404
144743,Olejki do twarzy,5499,5499
260163,Mopy profesjonalne,91,91
257732,Telewizory,6000,9992
252814,Korbki szyb,1618,1618
100088,Dramaty,6000,58414
49247,Charger,6,6
120535,Tychy,0,0
118405,Pow. lipnowski,0,0
252295,Zawleczki,674,674
47023,Kable,258,258
114995,Pow. braniewski,0,0
8866,Zestawy akcesoriów,253,253
90387,"Prawo gospodarcze, handlowe",5262,5262
252711,Obuwie,524,524
249729,I (2005-2013),36,36
114451,Malina,0,0
251985,Plus,2337,2337
13318,1920-1929,1758,1758
18387,I (1991-1999),1,1
12057,do 1918,17,17
257123,SQ7,16,16
4077,Kurtki,6000,46766
110146,Atlasy,4867,4867
16434,Hamulce,6000,15998
250187,Coaching,42,42
120923,Krosno,0,0
62220,Broszki,2578,2578
260337,Legginsy,6000,6591
104970,Hostele,0,0
20604,Dla dzieci,2226,2226
18328,I (1987-1995),0,0
116291,Pow. proszowicki,0,0
122394,Skanery,96,96
117551,Klimontów,0,0
259594,Opalarki,304,304
258909,Bluzy,491,491
258118,1,11,11
53635,NRD i Berlin Zachodni,3804,3804
115940,Wilkowyja,0,0
114296,Pow. obornicki,0,0
9333,1587 - 1668,2128,2128
18560,Do przyczep i naczep,6000,55324
114751,Pow. krasnostawski,1,1
259725,"Stoliki, asystory, wózki medyczne",66,66
121507,Wzorce i sprawdziany,4249,4249
117282,Maciejowa,0,0
113302,Staroniwa,0,0
256286,Sterowniki ABS,6000,16668
117861,Pow. zambrowski,0,0
250818,Programowanie mobilne,28,28
258432,3GT,10,10
112554,Akcesoria do karniszy,2379,2379
120934,Pow. leski,0,0
123405,DS4,26,26
260335,Kosiarki akumulatorowe,588,588
258547,Dziewiarstwo,6000,41118
89137,"Film, kino",6000,13286
90326,Grafika komputerowa,5407,5407
93167,Zjawiska i miejsca,75,75
98733,Ozdoby 3D,4236,4236
116147,Lubuskie,2,2
260002,Laryngoskopy,55,55
112849,Pow. janowski,0,0
88356,"Figurki, statuetki",1631,1631
100119,Polskie,3577,3577
122326,Poker,5,5
260288,Procesory,2695,2695
85208,Siewniki  ,721,721
11715,Wysokie,6000,11309
114873,Pow. krapkowicki,0,0
78062,Nokia,883,883
254408,III (2010-2015),1,1
120195,Stary Sosnowiec,0,0
16686,Amortyzatory,2963,2963
122284,Sony PlayStation 3 (PS3),4631,4631
258494,Strategiczne,5,5
148082,Raki,728,728
14508,"Smycze, flash stickery, breloki",1960,1960
258107,Karty podarunkowe,263,263
259428,Nagrywarki DVD/HDD,318,318
120717,Kujawsko-pomorskie,1,1
122754,Statywy,1017,1017
114943,Bytom,1,1
116663,Wróblin,0,0
251532,"Manetki, klamki, klamkomanetki",4893,4893
119121,Pow. nowomiejski,0,0
10367,Mapki,120,120
120868,Pow. wielicki,0,0
115255,Wielki Kack,0,0
14665,Murano,15,15
112843,Lublin,0,0
94178,Dobranocny ogród,207,207
254419,IV (2016-),46,46
120584,Pow. olecki,0,0
251314,II (2007-2013),8,8
147137,Kinect,199,199
117813,Pow. krapkowicki,0,0
122764,Rogi,56,56
119737,Pow. mielecki,1,1
259381,Lakiery,6000,8352
118668,Olsztyn,0,0
115076,Paulinów,0,0
83732,115,0,0
67427,Wypiekacze do chleba,405,405
19047,Zaciski,6000,12113
120724,Podkarpackie,0,0
14092,do 1949,79,79
114254,Pow. staszowski,0,0
119163,Koszalin,0,0
252715,Owijki,20,20
10782,Klapki,6000,48043
120139,Grabówka,0,0
120353,Pow. wschowski,0,0
27865,Jednostki specjalne,38,38
89155,"Mechanika, budowa maszyn",6000,9040
116135,Skolwin,0,0
5537,Kurtki,6000,90269
85155,Plany lekcji,271,271
119547,Pow. milicki,0,0
118758,Mistrzejowice,0,0
114479,Dojlidy Górne,0,0
5171,Wysokotonowe,886,886
28358,Kraje skandynawskie,206,206
26229,Biurka,1043,1043
256683,Dzwonki,1117,1117
115298,Grabówka,0,0
113434,Piotrowice,0,0
254523,Reperaturki,2766,2766
120238,Podjuchy,0,0
259508,Zabawki i figurki kolekcjonerskie,2209,2209
115237,Sobieszewo,0,0
116704,Oliwa,0,0
58007,Kuga,139,139
112923,Pow. wadowicki,0,0
121133,Swoszowice,0,0
112900,Pow. wieruszowski,0,0
67415,Do kuchni,6000,183860
52739,Zagraniczny,6000,100074
259897,Czepki medyczne,53,53
14895,Ryby,727,727
118012,Goduszyn,0,0
88341,Chrzest,2646,2646
148070,"Bloczki, rolki",291,291
76472,Crossline,3,3
50999,Uszkodzone,3052,3052
118289,Niwka,0,0
119567,Pow. bydgoski,0,0
18099,Crossfire,2,2
253025,B100,2,2
113034,Pow. nowodworski,0,0
119688,Pow. ostrowski,0,0
116328,Pow. sierpecki,0,0
13386,"Spodenki, podspodenki",744,744
12077,Kawaleria,34,34
120433,Pow. siedlecki,0,0
12628,607,15,15
113444,Kazimierz,0,0
120699,Kijewo,0,0
45675,Pomadki,6000,32042
249803,V (2008-2010),0,0
113830,Pow. nowomiejski,0,0
117552,Maczki,0,0
83722,Palio,2,2
67380,1xCinch-1xCinch,871,871
116252,Piotrków Trybunalski,1,1
67310,Jack-Jack,5916,5916
110020,Chemia basenowa,3803,3803
117437,Oliwa,0,0
12643,Clio,237,237
115485,Pow. hrubieszowski,1,1
116269,Pow. skierniewicki,0,0
120445,Opole,0,0
125189,XPERIA J,52,52
122315,Uchwyty,8,8
119508,Pogodno,0,0
114105,Pow. makowski,0,0
118228,Miechowice,0,0
259555,Czujniki zegarowe ,286,286
19288,Pincety,154,154
12098,USA,6000,10373
256603,Akcesoria,6000,7950
125804,Konsole,99,99
91458,Poradniki,5982,5982
251667,Juniors,1312,1312
254385,Triathlonowe,85,85
260290,Kontenery,221,221
16513,Snowkiting,560,560
256922,Nintendo Switch,2393,2393
119441,Bogucice,0,0
89286,PRL (1945-1989),6000,9787
117860,Pow. wysokomazowiecki,0,0
120134,Sucha Góra,0,0
118163,Zagórki,0,0
112631,Ekstrakty i koncentraty,652,652
47916,Patefony i gramofony,1143,1143
132151,CR2016,863,863
120234,Niebuszewo,0,0
118013,Grabary,0,0
257932,Kompaktowe,5548,5548
115149,Mokotów,0,0
259881,Zgrzewarki medyczne,87,87
120278,Pow. legnicki,0,0
91085,"Wspinaczka, alpinizm",2783,2783
114175,Pow. grajewski,0,0
6112,Elektroniczne,58,58
251742,G4,118,118
12619,205,0,0
249696,II (2014-),3,3
116285,Pow. miechowski,0,0
114599,Panewniki,0,0
13538,Kitesurfing,4311,4311
120063,Wysoki Stoczek,0,0
120191,Niwka,0,0
118324,Bukowo,0,0
114273,Pow. ostródzki,0,0
122838,Kontrabasy,50,50
148077,Dynamiczne,87,87
257768,Szczoteczki,6000,13210
258474,Nintendo 64,525,525
258936,Akcesoria do zabawek,1054,1054
13844,do 1915,11,11
118399,Pow. brodnicki,0,0
121022,Pow. buski,0,0
256507,Markizy,1136,1136
145197,ix55,0,0
118577,Pow. stalowowolski,0,0
90069,Zabawki,6000,21249
255659,Przednie,1361,1361
118054,Rybaki,0,0
120058,Nowe Miasto,0,0
13541,Windsurfing,5220,5220
123437,Kolczyki,1201,1201
18339,Rekord,0,0
77766,GSM,2455,2455
90908,"Muzyka, muzycy - albumy",4828,4828
115489,Pow. lubartowski,0,0
